fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type_white
0.3485840303237923,-0.6050397754556291,-0.0714637230408231,-0.8641501507355464,-0.26516266204856304,0.14570310899169886,-0.16838134756732598,-0.587837780039441,0.014262863376732207,0.12459333780210394,0.28409396769969697,0.5830775028720013
-1.1951777786370863,-0.8462296505346724,-0.14051815844318508,-0.6164740206962338,-0.29331092067234565,0.4358587843005994,0.16663979132426954,-0.6668169593447759,0.7732613813630141,-0.22009426386759026,-0.4776812564276886,0.5830775028720013
-1.0408015977409983,-0.12266002529754233,-0.831062512466804,1.839647602193615,-0.1807178861772151,-0.08642143125542155,0.501660930215865,0.6165947043668247,0.14076261637444634,-0.8405319468730394,-0.1391144901488504,0.5830775028720013
-0.19173260281251536,-0.12266002529754233,-0.5548447708573565,0.1471940469249796,-0.2370144034247804,0.029640838868138654,1.9828070179471293,0.3006779871455217,0.07751273987558786,0.6071559801396751,-0.900889714276236,0.5830775028720013
1.1976530252522761,0.29942225609078355,0.1356995831662628,0.08527501441515152,-0.03997659305830207,0.14570310899169886,0.2195378658861004,-0.6865617541710913,-1.693483802092407,-0.1511567435336514,1.1305108833967918,0.5830775028720013
-0.423296874156647,-0.9668245880741941,0.3428628893733483,-0.8641501507355464,-0.8281278345242153,0.6679833245477198,0.16663979132426954,-1.7758162687570984,0.14076261637444634,-1.1162820282087944,1.9769277990938865,0.5830775028720013
0.42577212077183596,1.264181756406957,0.20475401856862438,-0.6783930532060619,0.49484032079356755,-0.5506705117496624,-0.8736890083917376,0.8601138405582436,0.204012492873302,0.19353085813604276,-1.0701730974156558,-1.7150378724516193
-0.7320492359488231,-1.027122056843955,-0.6238992062597183,0.043995659408599404,-0.2370144034247804,0.78404559467128,0.5545590047776959,-0.31799225074621956,-0.8712354076072667,0.05565581746816509,-0.3930395648579794,0.5830775028720013
-0.7320492359488231,-0.36384990037658554,-0.5548447708573565,0.6115867907486903,-0.7155348000290849,0.08767197392991875,0.9953762927929531,0.33358597852273847,1.089510763857301,0.26246837846998083,-0.6469646395671085,0.5830775028720013
-0.577673055052735,-0.6050397754556291,0.41191732477571025,-0.9260691832453745,-0.8281278345242153,0.029640838868138654,-0.4505044118970906,-1.8185966575474728,0.14076261637444634,-1.1852195485427333,1.5537193412453392,0.5830775028720013
-0.3461087837086034,-0.6653372442253899,0.6881350663851578,0.3948701769642921,-0.34960743791991095,1.4804192154126412,1.295132048643328,0.33358597852273847,0.014262863376732207,-0.35796930453546794,-0.9855314058459451,0.5830775028720013
